Person,Surname,Given,Call,Suffix,Prefix,Title,Gender,Birth date,Birth place,Birth source,Baptism date,Baptism place,Baptism source,Death date,Death place,Death source,Burial date,Burial place,Burial source,Note
[I2216],,Eva,,,,,female,,,,,,,,,,,,,
[I1126],,Fabiola de_Mora_y_Aragon,,,,,female,1928-06-11,[P0214],,,,,,,,,,,
[I2555],,Fastrada,,,,,female,,,,,,,794,,,,,,
[I2926],,Felix Krzesinski,,,,,male,,,,,,,,,,,,,
[I2699],,Feodora,,,,,female,1910,,,,,,1975,,,,,,
[I0205],,Ferdinand,,,,,male,1785,,,,,,1851,,,,,,
[I0416],,Ferdinand,,,,,male,1804,,,,,,1806,,,,,,
[I0915],,Ferdinand,,,,,male,1982,,,,,,,,,,,,
[I1171],,Ferdinand,,,,,male,1730,,,,,,1813,,,,,,
[I1646],,Ferdinand,,,,,male,1792,,,,,,1863,,,,,,
[I1606],,Ferdinand Albert_II of_Brunswick,,,,,male,1680,,,,,,1735,,,,,,
[I0686],,Ferdinand of_Austria-Este,,,,,male,,,,,,,,,,,,,
[I2648],,Ferdinand of_Bavaria,,,,,male,1884,,,,,,1958,,,,,,
[I2419],,Ferdinand_II,,,,,male,1578,[P0609],,,,,1637,,,,,,
[I1746],,Ferdinand_III,,,,,male,1199,,,,,,1252,,,,,,
[I2418],,Ferdinand_III,,,,,male,1608,[P0609],,,,,1657,,,,,,
[I0840],,Ferdinand_V,,,,,male,1452,,,,,,1516,,,,,,
[I1246],,Ferdinand_VII,,,,,male,1784,,,,,,1833,,,,,,
[I2007],,Finn,,,,,male,,,,,,,,,,,,,
[I0478],,Five_children,,,,,male,,,,,,,,,,,,,
[I0506],,Five_children,,,,,male,,,,,,,,,,,,,
[I3008],,Flora,,,,,female,,,,,,,,,,,,,
[I1707],,Flora Fraser,,,,,female,1930,,,,,,,,,,,,
[I2821],,Folke,,,,,male,1931,,,,,,,,,,,,
[I2826],,Folke,,,,,male,1958,,,,,,,,,,,,
[I2777],,Folke Bernadotte,,,,,male,1895,,,,,,1948,,,,,,
[I0480],,Four_Children,,,,,male,,,,,,,,,,,,,
[I2358],,Frances de_Vere,,,,,female,,,,,,,1577,,,,,,
[I0531],,Francesco_I of_Tuscany Italy,,,,,male,,,,,,,,,,,,,
[I0137],,Francis,,,,,male,1837,,,,,,1900,,,,,,
[I0279],,Francis,,,,,male,1870,,,,,,1910,,,,,,
[I2437],,Francis Charles,,,,,male,1802,,,,,,1878,,,,,,
[I2448],,Francis Frederick of_Saxe-Coburg,,,,,male,1750,,,,,,1806,,,,,,
[I0487],,Francis Joseph,,,,,male,1861,,,,,,1924,,,,,,
[I2846],,Francis of_Guise,,,,,female,1902,,,,,,1953,,,,,,
[I1816],,Francis_I,,,,,male,1494-09-12,[P0599],,,,,1547-03-31,[P0600],,,[P0220],,
[I2433],,Francis_I Stephen,,,,,male,1708,[P0610],,,,,1765,,,,,,
[I1248],,Francis_II,,,,,male,1544-01-19,[P0218],,,,,1560-12-05,[P0446],,,[P0220],,
[I2624],,Francis_II Frederick of_Mecklenburg,,,,,male,1823,,,,,,1883,,,,,,
[I2919],,Francoise Marie de_Blois,,,,,female,1677,,,,,,1749,,,,,,
[I1421],,Francoise d'Aubigne,,,,,female,1635-11-27,[P0546],,,,,1719-04-15,[P0547],,,[P0548],,
[I1438],,Franz Josef of_Austria,,,,,male,1830-08-18,[P0549],,,,,1916-11-21,,,,,,
[I0639],,Franz Karl of_Austria,,,,,male,,,,,,,,,,,,,
[I0900],,Franz Wilhelm of_Prussia,,,,,male,about 1943,,,,,,,,,,,,
[I0649],,Franz_Joseph_II of_Liechtenstein,,,,,male,,,,,,,,,,,,,
[I2005],,Frealaf,,,,,male,,,,,,,,,,,,,
[I1999],,Freawine,,,,,male,,,,,,,,,,,,,
[I0413],,Frederica,,,,,female,1799,,,,,,1800,,,,,,
[I2653],,Frederica,,,,,female,1770,,,,,,1819,,,,,,
[I2857],,Frederica,,,,,female,1649,,,,,,1704,,,,,,
[I0555],,Frederica Charlotte of_Prussia,,,,,female,1767-05-07,[P0225],,,,,1820-08-06,[P0226],,,,,
[I1164],,Frederica Louise,,,,,female,1714,,,,,,1784,,,,,,
[I1660],,Frederica Maria,,,,,female,1805,,,,,,1805,,,,,,
[I1068],,Frederica of_Brandenburg- Schwedt,,,,,female,1736,,,,,,1798,,,,,,
[I0496],,Frederica of_Hesse- Darmstadt,,,,,female,,,,,,,,,,,,,
[I0556],,Frederica of_Hesse- Darmstadt,,,,,female,1751-10-16,[P0227],,,,,1805-02-25,[P0221],,,,,
[I1725],,Frederica of_Holdernesse,,,,,female,1688,,,,,,1751,,,,,,
[I0248],,Frederica of_Mecklenburg- Strelitz,,,,,female,1778-03-02,[P0159],,,,,1841-06-29,[P0160],,,[P0133],,
[I0086],,Frederick,,,,,male,1870,,,,,,1873,,,,,,
[I0512],,Frederick,,,,,male,1833,,,,,,1834,,,,,,
[I0522],,Frederick,,,,,male,1911,,,,,,1966,,,,,,
[I1094],,Frederick,,,,,male,,,,,,,,,,,,,
[I1610],,Frederick,,,,,male,1968,,,,,,,,,,,,
[I1643],,Frederick,,,,,male,1753,,,,,,1805,,,,,,
[I2655],,Frederick,,,,,male,1774,,,,,,1799,,,,,,
[I1177],,Frederick Augustus,,,,,male,1685,,,,,,1686,,,,,,
[I2123],,Frederick Augustus,,,,,male,,,,,,,1690,,,,,,
[I0406],,Frederick Charles of_Hesse,,,,,male,1868,,,,,,1940,,,,,,
[I0199],,Frederick Charles of_Prussia,,,,,male,,,,,,,,,,,,,
[I1654],,Frederick Christian of_Schleswig-,,,,,male,1765,,,,,,1814,,,,,,
[I2689],,Frederick Eugene of_Wurttemberg,,,,,male,1732,,,,,,1797,,,,,,
[I1213],,Frederick Francis_II of_Mecklenburg-,,,,,male,1823,,,,,,1883,,,,,,
[I2682],,Frederick Francis_II of_Mecklengb-Sch,,,,,male,,,,,,,,,,,,,
[I2695],,Frederick Francis_III Mecklenburg-Schw,,,,,male,1851,,,,,,1897,,,,,,
[I1053],,Frederick Francis_IV of_Mecklenburg,,,,,male,,,,,,,,,,,,,
[I0313],,Frederick Harold,,,,,male,1876-05-12,,,,,,1876-05-20,,,,,,
[I2114],,Frederick Henry,,,,,male,1614,,,,,,1629,,,,,,
[I0570],,Frederick Henry Charles,,,,,male,1747,,,,,,1767,,,,,,
[I1160],,Frederick Louis,,,,,male,1707,,,,,,1708,,,,,,
[I0271],,Frederick William,,,,,male,1819,,,,,,1904,,,,,,
[I1161],,Frederick William,,,,,male,1710,,,,,,1711,,,,,,
[I0345],,Frederick William of_Schleswig-,,,,,male,1785,,,,,,1831,,,,,,
[I0761],,Frederick William_I,,,,,male,1688-08-14,[P0031],,,,,1740-05-31,[P0072],,,[P0072],,
[I0553],,Frederick William_II,,,,,male,1744-09-25,[P0221],,,,,1797-12-16,[P0222],,,,,
[I0162],,Frederick William_III,,,,,male,1770,[P0072],,,,,1840,,,,,,
[I0411],,Frederick William_IV,,,,,male,1795-10-15,[P0031],,,,,1861-01-02,,,,,,
[I0429],,Frederick of_Baden,,,,,male,1826,,,,,,1907,,,,,,
[I0301],,Frederick of_Hesse-Cassel,,,,,male,1747,,,,,,1837,,,,,,
[I2698],,Frederick of_Schaumburg -Lippe,,,,,male,1868,,,,,,1945,,,,,,
[I0772],,Frederick_I,,,,,male,1657-07-11,[P0310],,,,,1713-02-25,[P0031],,,,,
[I1175],,Frederick_I,,,,,male,,,,,,,,,,,,,
[I1634],,Frederick_I,,,,,male,1471-10-07,,,,,,1533-04-10,[P0145],,,,,
[I0247],,Frederick_I of_Wurttemberg,,,,,male,1754,,,,,,1816,,,,,,
[I0737],,Frederick_II of_Denmark and_Norway,,,,,male,1534-07-01,[P0289],,,,,1588-04-04,[P0290],,,[P0291],,
[I1584],,Frederick_II of_Germany,,,,,male,,,,,,,,,,,,,
[I1604],,Frederick_II of_Hesse-Cassel,,,,,male,1720,,,,,,1785,,,,,,
[I2142],,Frederick_II of_Saxe-Gotha,,,,,male,,,,,,,,,,,,,
[I1162],,Frederick_II the_Great,,,,,male,1712-01-24,[P0031],,,,,1786-08-17,[P0408],,,,,
[I0020],,Frederick_III,,,,,male,1831-10-18,[P0029],,,,,1888-06-15,[P0029],,,[P0030],,
[I1630],,Frederick_III,,,,,male,1609-03-18,[P0578],,,,,1670-02-09,[P0150],,,,,
[I1622],,Frederick_IV,,,,,male,1671-10-21,[P0150],,,,,1730-10-12,[P0150],,,,,
[I0608],,Frederick_IX,,,,,male,1899-03-11,[P0243],,,,,1972-01-14,[P0150],,,[P0147],,
[I0344],,Frederick_V,,,,,male,1723-03-31,[P0150],,,,,1766-01-14,[P0193],,,,,
[I0735],,Frederick_V of_Palatinate,,,,,male,1596,,,,,,1632,,,,,,
[I1617],,Frederick_VI,,,,,male,1768-01-28,[P0571],,,,,1839-12-03,[P0146],,,,,
[I0211],,Frederick_VI of_Hesse-Homburg,,,,,male,1769,,,,,,1829,,,,,,
[I1649],,Frederick_VII,,,,,male,1808-10-06,[P0146],,,,,1863-11-15,[P0585],,,,,
[I0604],,Frederick_VIII,,,,,male,1843-06-03,[P0150],,,,,1912-05-14,[P0239],,,[P0147],,
[I0653],,Frederik of_Netherlands,,,,,male,1797,,,,,,1881,,,,,,
[I2822],,Fredrik Oscar,,,,,male,1934,,,,,,1934,,,,,,
[I0937],,Friedrich,,,,,male,1979,,,,,,,,,,,,
[I0576],,Friedrich Wilhelm of_Nassau-Weilb,,,,,male,,,,,,,,,,,,,
[I0921],,Friedrich Wilhelm of_Prussia,,,,,male,1939,,,,,,,,,,,,
[I0620],,Friedrich of_Baden-Durlach,,,,,male,1703,,,,,,1732,,,,,,
[I0907],,Friedrich of_Leiningen,,,,,male,1938,,,,,,,,,,,,
[I2000],,Frithogar,,,,,male,,,,,,,,,,,,,
[I2004],,Frithuwald,,,,,male,,,,,,,,,,,,,
[I2006],,Frithuwulf,,,,,male,,,,,,,,,,,,,
[I1855],,Fulke,,,,,male,,,,,,,,,,,,,
[I1191],,Gabriele,,,,,female,1927,,,,,,,,,,,,
[I0590],,Gaston,,,,,male,1608,,,,,,1660,,,,,,
[I2009],,Geata,,,,,male,,,,,,,,,,,,,
[I1377],,Geoffrey,,,,,male,1158-09-23,,,,,,1186-08-19,[P0098],,,,,
[I1859],,Geoffrey Lower_Lorraine,,,,,male,,,,,,,,,,,,,
[I1878],,Geoffrey de_Mandeville,,,,,male,,,,,,,,,,,,,
[I1852],,Geoffrey of_Conversano,,,,,male,,,,,,,,,,,,,
[I1866],,Geoffrey_VI of_Anjou,,,,,male,1134,,,,,,1158,,,,,,
[I0929],,Georg Friedrich,,,,,male,1976,,,,,,,,,,,,
[I0700],,George,,,,,male,1692-04-17,[P0261],,,,,1692-04-17,[P0261],,,,,
[I0993],,George,,,,,male,,,,,,,,,,,,,
[I1005],,George,,,,,male,1477-03-00,[P0004],,,,,1479-03-00,[P0004],,,,,
[I1576],,George,,,,,male,1897,,,,,,,,,,,,
[I2683],,George Bagration- Mukhranski,,,,,male,,,,,,,,,,,,,
[I0572],,George Charles Emil,,,,,male,1758,,,,,,1759,,,,,,
[I0461],,George Donatus of_Hesse,,,,,male,1906,,,,,,1937,,,,,,
[I1717],,George Henry Lennox,,,,,male,,,,,,,1805,,,,,,
[I0019],,George Victor of_Waldeck,,,,,male,1831,,,,,,1889,,,,,,
[I2140],,George William of_Brunswick,,,,,male,,,,,,,1726,,,,,,
[I0482],,George William of_Hanover,,,,,male,1915,,,,,,,,,,,,
[I0262],,George of_Cambridge,,,,,male,1819,,,,,,1904,,,,,,
[I0282],,George of_Cambridge,,,,,male,1895,,,,,,,,,,,,
[I0692],,George of_Denmark,,,,,male,1653-04-02,[P0150],,,,,1708-10-28,[P0068],,,,,
[I2158],,George of_Milford_Haven,,,,,male,,,,,,,,,,,,,
[I0901],,George of_Russia,,,,,male,1981,[P0359],,,,,,,,,,,
[I0759],,George_I of_Saxe- Meiningen,,,,,male,,,,,,,,,,,,,
[I0675],,Geraldine,,,,,female,,,,,,,,,,,,,
[I2603],,Gerberge,,,,,female,,,,,,,968,,,,,,
[I2612],,Gerberge of_the_Lombard,,,,,female,,,,,,,,,,,,,
[I2886],,Germaine of_Narbonne,,,,,female,,,,,,,1536,,,,,,
[I1997],,Gewis,,,,,male,,,,,,,,,,,,,
[I1588],,Gilbert De_Clare,,,,,male,,,,,,,1295,,,,,,
[I1834],,Gilbert De_Clare of_Gloucester,,,,,male,,,,,,,,,,,,,
[I1863],,Giles de_Sulli,,,,,male,,,,,,,,,,,,,
[I2244],,Gillacomgan,,,,,male,,,,,,,,,,,,,
[I1536],,Godwin,,,,,male,,,,,,,,,,,,,
[I2008],,Godwulf,,,,,male,,,,,,,,,,,,,
[I2643],,Gonzalo,,,,,male,1914,,,,,,1934,,,,,,
[I2701],,Gorm,,,,,male,1919,,,,,,,,,,,,
[I2177],,Goronwy,,,,,male,,,,,,,,,,,,,
[I2175],,Goronwy_Ap Tudor,,,,,male,,,,,,,1331,,,,,,
[I0477],,Gottfried of_Hohenlohe- Lagenburg,,,,,male,1897,,,,,,1960,,,,,,
[I2988],,Gracie,,,,,female,,,,,,,,,,,,,
[I1957],,Gruffydd,,,,,male,,,,,,,,,,,,,
[I2181],,Gruffydd,,,,,male,,,,,,,1137,,,,,,
[I1951],,Gruffydd Ap_Cynan,,,,,male,,,,,,,,,,,,,
[I1928],,Gruffydd Ap_Llywelyn,,,,,male,,,,,,,,,,,,,
[I2245],,Gruoch,,,,,female,,,,,,,,,,,,,
[I0582],,Guillaume_IV of_Luxembourg,,,,,male,,,,,,,,,,,,,
[I1768],,Gunhilda,,,,,female,,,,,,,1038,,,,,,
[I1777],,Gunhilda,,,,,female,,,,,,,,,,,,,
[I2828],,Gunnar,,,,,male,1963,,,,,,,,,,,,
[I1752],,Gunnor,,,,,male,,,,,,,,,,,,,
[I1531],,Gunnor of_Denmark,,,,,female,,,,,,,,,,,,,
[I2820],,Gustaf,,,,,male,1930,,,,,,1966,,,,,,
[I2852],,Gustaf_III,,,,,male,1746,,,,,,1792,,,,,,
[I1666],,Gustav,,,,,male,1887,,,,,,1944,,,,,,
[I0445],,Gustav Adolf,,,,,male,1906,,,,,,1947,,,,,,
[I0488],,Gustav Ernst of_Erbach-Schonb,,,,,male,1840,,,,,,1908,,,,,,
[I0456],,Gustav_V,,,,,male,1858-06-16,[P0208],,,,,1950-10-29,[P0208],,,[P0094],,
[I0124],,Gustav_VI Adolf,,,,,male,1882-11-11,[P0094],,,,,1973-09-15,[P0095],,,[P0096],,
[I2139],,Gustavus Adolphus of_Stolberg-Ged.,,,,,male,,,,,,,,,,,,,
[I1876],,Guy of_Thouars,,,,,male,,,,,,,,,,,,,
[I1960],,Gwenllian,,,,,female,,,,,,,,,,,,,
[I2179],,Gwenllian,,,,,female,,,,,,,1236,,,,,,
[I1911],,Gwladus DDU,,,,,female,,,,,,,,,,,,,
[I1537],,Gytha,,,,,female,,,,,,,,,,,,,
[I1540],,Gytha,,,,,female,,,,,,,,,,,,,
[I0452],,Harald,,,,,male,1937-02-21,[P0207],,,,,,,,,,,
[I1552],,Hardicanute,,,,,male,1018,,,,,,1042-06-08,[P0343],,,[P0557],,
[I1664],,Harold,,,,,male,1876,,,,,,1949,,,,,,
[I1550],,Harold_I Harefoot,,,,,male,about 1015,,,,,,1040-03-17,[P0558],,,[P0559],,
[I1538],,Harold_II,,,,,male,about 1022,,,,,,1066-10-14,[P0555],,,,,
[I2015],,Hathra,,,,,male,,,,,,,,,,,,,
[I1765],,Hedwig,,,,,female,,,,,,,,,,,,,
[I2862],,Hedwig,,,,,female,1581,,,,,,1641,,,,,,
[I2597],,Hedwige,,,,,female,,,,,,,,,,,,,
[I0615],,Heinrich Kasimir of_Nassau-Dietz,,,,,male,,,,,,,,,,,,,
[I0442],,Helen,,,,,female,1963,,,,,,,,,,,,
[I2687],,Helen,,,,,female,1881,,,,,,1962,,,,,,
[I0233],,Helen of_Greece,,,,,female,1896-05-02,[P0067],,,,,1982-11-28,[P0153],,,,,
[I0973],,Helen of_Romania,,,,,female,1950,[P0036],,,,,,,,,,,
[I0285],,Helena,,,,,female,1899,,,,,,1969,,,,,,
[I0007],,Helena Augusta Victoria,,,,,female,1846-05-25,[P0006],,,,,1923-06-09,[P0013],,,,,
[I0023],,Helena Frederica of_Waldeck,,,,,female,1861-02-17,[P0033],,,,,1922-09-01,[P0034],,,,,
[I0312],,Helena Victoria,,,,,female,1870,,,,,,1948,,,,,,
[I1195],,Helene,,,,,female,1834,,,,,,1858,,,,,,
[I2724],,Helene Ingeborg,,,,,female,1968-09-20,,,,,,,,,,,,
[I1216],,Helene of_Nassau Henrietta,,,,,female,1831,,,,,,1888,,,,,,
[I1669],,Helene of_Schleswig- Holstein,,,,,female,1888,,,,,,1962,,,,,,
[I0713],,Henrietta,,,,,female,1669-01-13,[P0259],,,,,1669-11-15,[P0269],,,,,
[I1293],,Henrietta,,,,,female,1792-02-28,[P0475],,,,,1864-10-26,[P0476],,,,,
[I2118],,Henrietta Maria,,,,,female,,,,,,,1651,,,,,,
[I0739],,Henrietta Maria of_France,,,,,female,1609-11-26,[P0294],,,,,1669-08-31,[P0295],,,[P0296],,
[I0485],,Henriette,,,,,female,,,,,,,,,,,,,
[I0679],,Henriette,,,,,female,,,,,,,,,,,,,
[I1116],,Henriette (twin),,,,,female,1870,,,,,,1948,,,,,,
[I0614],,Henriette Amalie,,,,,female,,,,,,,,,,,,,
[I0081],,Henry,,,,,male,1900,,,,,,1904,,,,,,
[I0497],,Henry,,,,,male,1838,,,,,,1900,,,,,,
[I1020],,Henry,,,,,male,,,,,,,,,,,,,
[I1170],,Henry,,,,,male,1726,,,,,,1802,,,,,,
[I1187],,Henry,,,,,male,1922,,,,,,1958,,,,,,
[I1266],,Henry,,,,,male,1267-07-13,[P0010],,,,,1274-10-14,[P0456],,,,,
[I1290],,Henry,,,,,male,after 1256,,,,,,about 1257,,,,,,
[I1499],,Henry,,,,,male,,,,,,,1361,,,,,,
[I1497],,Henry,,,,,male,,,,,,,,,,,,,
[I1690],,Henry,,,,,male,1820,,,,,,1879,,,,,,
[I1882],,Henry,,,,,male,,,,,,,1271,,,,,,
[I1330],,Henry Beaufort,,,,,male,,,,,,,1447,,,,,,
[I0025],,Henry Maurice of_Battenberg,,,,,male,1858,,,,,,1896,,,,,,
[I2472],,Henry of_Beauvais,,,,,male,,,,,,,,,,,,,
[I2228],,Henry of_Huntingdon,,,,,male,,,,,,,1152,,,,,,
[I0658],,Henry of_Mecklenburg,,,,,male,1876-04-19,[P0241],,,,,1934-07-03,[P0249],,,,,
[I0072],,Henry of_Prussia,,,,,male,1862,,,,,,1929,,,,,,
[I1519],,Henry of_Winchester,,,,,male,,,,,,,,,,,,,
[I2599],,Henry the_Fowler,,,,,male,,,,,,,,,,,,,
[I1509],,Henry the_Lion,,,,,male,,,,,,,1195,,,,,,
[I1374],,Henry the_Young_King,,,,,male,1155-02-28,[P0505],,,,,1183-06-11,[P0506],,,,,
[I2457],,Henry_I,,,,,male,1008-04-00,,,,,,1060-08-04,[P0614],,,[P0220],,
[I1391],,Henry_I Beauclerc,,,,,male,about 1068-09-00,[P0524],,,,,1135-12-01,[P0525],,,[P0526],,
[I2438],,Henry_II,,,,,male,1519-03-31,[P0611],,,,,1559-07-10,[P0112],,,[P0220],,
[I2068],,Henry_II (Enrique),,,,,male,about 1333,,,,,,1379,,,,,,
[I1371],,Henry_II Curtmantle,,,,,male,1133-03-25,[P0500],,,,,1189-07-06,[P0501],,,[P0492],,
[I1281],,Henry_III,,,,,male,1207-10-01,[P0469],,,,,1272-11-16,[P0314],,,[P0174],,
[I1929],,Henry_III,,,,,male,1017,,,,,,1056,,,,,,
[I2066],,Henry_III,,,,,male,1379,,,,,,1406,,,,,,
[I2523],,Henry_III,,,,,male,1551-09-19,[P0218],,,,,1589-08-02,[P0112],,,[P0220],,
[I1221],,Henry_IV,,,,,male,1366-04-04,[P0418],,,,,1413-03-20,[P0028],,,[P0419],,
[I1990],,Henry_IV,,,,,male,1050-11-11,[P0603],,,,,1106-08-07,[P0604],,,,,
[I0740],,Henry_IV the_Great,,,,,male,1553-12-13,[P0297],,,,,1610-05-14,[P0112],,,[P0220],,
[I1219],,Henry_V,,,,,male,1387-08-09,[P0415],,,,,1422-08-31,[P0416],,,[P0174],,
[I1404],,Henry_V,,,,,male,1086,,,,,,1125-05-23,[P0536],,,,,
[I1217],,Henry_VI,,,,,male,1421-12-06,[P0004],,,,,1471-05-21,[P0315],,,[P0020],,
[I2895],,Henry_XXIV Reuss-Ebersdorf,,,,,male,1724,,,,,,1779,,,,,,
[I2013],,Heremod,,,,,male,,,,,,,,,,,,,
[I1526],,Herleva,,,,,female,,,,,,,,,,,,,
[I1553],,Herluin of_Conteville,,,,,male,,,,,,,,,,,,,
[I1083],,Hermann of_Saxe-Weimar,,,,,male,,,,,,,,,,,,,
[I0669],,Hermann von_Seherr-Thoss,,,,,male,,,,,,,,,,,,,
[I0419],,Hermine of_Reuss,,,,,female,1887-12-17,[P0198],,,,,1947-08-07,[P0199],,,,,
[I1190],,Hilda,,,,,female,1926,,,,,,,,,,,,
[I2550],,Hildegard,,,,,female,about 757,,,,,,783,,,,,,
[I1152],,Hildegarde,,,,,female,1825,,,,,,1864,,,,,,
[I0514],,Himiltude,,,,,female,,,,,,,,,,,,,
[I1879],,Hubert de_Burgh,,,,,male,,,,,,,,,,,,,
[I0521],,Hubertus,,,,,male,1909,,,,,,1950,,,,,,
[I2720],,Hubertus Gustaf Adolf,,,,,male,1966-06-10,,,,,,,,,,,,
[I1820],,Hugh,,,,,male,,,,,,,,,,,,,
[I2460],,Hugh,,,,,male,1007,,,,,,1025,,,,,,
[I1812],,Hugh the_Great,,,,,male,,,,,,,,,,,,,
[I2534],,Hugh the_Great of_Vermandois,,,,,male,,,,,,,,,,,,,
[I2096],,Humphrey,,,,,male,,,,,,,,,,,,,
[I1592],,Humphrey De_Bohun,,,,,male,,,,,,,,,,,,,
[I2071],,Humphrey of_Buckingham,,,,,male,,,,,,,,,,,,,
[I1226],,Humphrey of_Gloucester,,,,,male,1390-09-00,,,,,,1447-02-23,[P0424],,,,,
[I2016],,Hwala,,,,,male,,,,,,,,,,,,,
[I1945],,Hywel (the_Bad),,,,,male,,,,,,,,,,,,,
[I1936],,Hywel Dda (the_Good),,,,,male,,,,,,,,,,,,,
[I1942],,Iago,,,,,male,,,,,,,,,,,,,
[I1949],,Iago,,,,,male,,,,,,,,,,,,,
[I1948],,Idwal,,,,,male,,,,,,,996,,,,,,
[I1940],,Idwal Foel (the_Bald),,,,,male,,,,,,,942,,,,,,
[I1943],,Ieuaf (Levan),,,,,male,,,,,,,,,,,,,
[I2258],,Indulf,,,,,male,,,,,,,,,,,,,
[I2046],,Ine,,,,,male,,,,,,,728,[P0271],,,,,
[I2478],,Ingeborg,,,,,female,1175,,,,,,1236,,,,,,
[I0598],,Ingeborg of_Denmark,,,,,female,1878,,,,,,1958,,,,,,
[I1865],,Ingelbert of_Carinthia,,,,,male,,,,,,,,,,,,,
[I2225],,Ingibiorg,,,,,female,,,,,,,,,,,,,
[I2050],,Ingild,,,,,male,,,,,,,718,,,,,,
[I1675],,Ingolf,,,,,male,1940,,,,,,,,,,,,
[I1059],,Ingrid Victoria of_Sweden,,,,,female,1910-03-28,[P0386],,,,,,,,,,,
[I1953],,Iorwerth Drwyndwn,,,,,male,,,,,,,,,,,,,
[I1204],,Irene,,,,,female,1939,,,,,,,,,,,,
[I0079],,Irene of_Hesse,,,,,female,1866,,,,,,1953,,,,,,
[I0166],,Irina,,,,,female,1895,,,,,,,,,,,,
[I0974],,Irina,,,,,female,1953,[P0036],,,,,,,,,,,
[I2566],,Irmengard,,,,,female,,,,,,,,,,,,,
[I2587],,Irmengard,,,,,female,,,,,,,,,,,,,
[I2558],,Irmengard of_Hesbain,,,,,female,,,,,,,,,,,,,
[I1184],,Irmingard,,,,,female,1902,,,,,,1903,,,,,,
[I1188],,Irmingard,,,,,female,1923,,,,,,,,,,,,
[I2073],,Isabel,,,,,female,,,,,,,,,,,,,
[I2218],,Isabel,,,,,female,,,,,,,,,,,,,
[I2873],,Isabel,,,,,female,1358,,,,,,,,,,,,
[I1523],,Isabel de_Warrenne,,,,,female,,,,,,,,,,,,,
[I0841],,Isabella,,,,,female,1451,,,,,,1504,,,,,,
[I1232],,Isabella,,,,,female,1332-06-16,[P0431],,,,,before 1382-10-00,[P0432],,,,,
[I1369],,Isabella,,,,,female,1214,[P0497],,,,,1241-12-01,[P0498],,,,,
[I1858],,Isabella,,,,,female,,,,,,,,,,,,,
[I2304],,Isabella,,,,,female,1726,,,,,,1782,,,,,,
[I2887],,Isabella,,,,,female,1470,,,,,,1498,,,,,,
[I1365],,Isabella De_Clare of_Gloucester,,,,,female,,,,,,,1217-11-00,,,,,,
[I1366],,Isabella of_Angouleme,,,,,female,about 1188,[P0490],,,,,1246-05-31,[P0491],,,[P0492],,
[I1337],,Isabella of_Castile,,,,,female,,,,,,,1393-11-23,,,,,,
[I0127],,Isabella of_France,,,,,female,1292,[P0098],,,,,1358-08-22,[P0099],,,[P0100],,
[I1414],,Isabella of_France,,,,,female,1387-11-09,[P0294],,,,,1409-09-13,[P0541],,about 1624,[P0542],,
[I2477],,Isabella of_Hainault,,,,,female,,,,,,,1190,,,,,,
[I0872],,Isabella of_Portugal,,,,,female,1503,,,,,,1539,,,,,,
[I2443],,Isabella of_Portugal,,,,,female,,,,,,,,,,,,,
[I2876],,Isabella of_Portugal,,,,,female,1797,,,,,,1818,,,,,,
[I1244],,Isabella_II,,,,,female,1830,[P0214],,,,,1904,,,,,,
[I2503],,Isabelle,,,,,female,1378-02-00,,,,,,1378-02-00,,,,,,
[I2618],,Isabelle of_Aragon,,,,,female,1247,,,,,,1271,,,,,,
[I2074],,Isabelle of_Bavaria,,,,,female,1371,,,,,,1435,,,,,,
[I1833],,Isobel,,,,,female,,,,,,,1254,,,,,,
[I1836],,Isobel,,,,,female,,,,,,,1251,,,,,,
[I1847],,Isobel,,,,,female,,,,,,,,,,,,,
[I1448],,Isobel of_Mar,,,,,female,,,,,,,,,,,,,
[I0128],,Issue_Unknown,,,,,male,,,,,,,,,,,,,
[I2014],,Itermon,,,,,male,,,,,,,,,,,,,
[I2922],,Ivan of_Shestov,,,,,male,,,,,,,,,,,,,
[I2159],,Ivar,,,,,male,,,,,,,,,,,,,
[I1597],,Jacqueline of_Holland,,,,,female,,,,,,,,,,,,,
[I1327],,Jacquetta of_Luxembourg,,,,,female,,,,,,,,,,,,,
[I0591],,James,,,,,male,1908,,,,,,1975,,,,,,
[I1714],,James,,,,,male,1904,,,,,,1979,,,,,,
[I2867],,James,,,,,male,1476,,,,,,1503,,,,,,
[I2716],,James Patrick,,,,,male,1969-06-10,,,,,,,,,,,,
[I2145],,James Waldegrave_2nd,,,,,male,,,,,,,,,,,,,
[I0710],,James of_Cambridge,,,,,male,1663-07-12,[P0125],,,,,1667-05-22,[P0125],,,,,
[I1463],,James_I,,,,,male,1394,[P0283],,,,,1437,,,,,,
[I1466],,James_II,,,,,male,1430,[P0551],,,,,1460,[P0552],,,,,
[I1252],,James_III,,,,,male,1451,[P0447],,,,,1488,,,,,,
[I0834],,James_IV,,,,,male,1473,,,,,,1513-09-09,,,,,,
[I0835],,James_V,,,,,male,1512,[P0334],,,,,1542,,,,,,
[I2747],,Jan,,,,,male,1941,,,,,,,,,,,,
[I1821],,Jean,,,,,female,,,,,,,,,,,,,
[I0586],,Jean of_Luxembourg,,,,,male,,,,,,,,,,,,,
[I1125],,Jean of_Luxembourg,,,,,male,1921,,,,,,,,,,,,
